correcteds,correctors,created_at,PASS,Highest C Piscine,Final exam score,Number of group assignments,level,penalty
144,167,8,1,9,72,3,9.64,0
17,29,6,0,8,54,3,7.19,0
6,4,6,0,0,,2,1.49,0
38,42,6,0,11,66,3,11.12,0
48,54,8,1,9,72,4,11.26,0
5,6,6,0,0,0,1,1.49,0
14,17,6,0,4,48,2,5.3,0
4,3,6,0,0,,1,1.76,0
0,0,6,0,0,,0,0,0
50,46,8,1,8,72,2,8.27,0
21,10,6,0,1,,2,2.63,0
47,47,6,0,8,18,4,6.82,0
107,107,8,1,11,72,3,12.78,0
52,46,6,0,11,54,2,10,0
35,40,6,0,8,54,3,8,0
59,59,6,0,11,0,4,13.18,0
41,49,6,0,8,60,3,8.01,0
78,92,8,1,11,72,3,13.51,0
42,52,8,1,9,72,1,9.47,0
106,117,8,1,11,72,4,12.44,0
9,14,6,0,1,12,0,2.06,0
36,36,6,0,8,66,3,7.76,0
116,129,8,1,11,72,4,12.96,0
33,34,6,0,9,66,3,10.52,0
54,68,8,1,11,72,4,13.59,0
110,85,8,1,11,72,3,11.17,0
151,159,8,1,11,72,2,12.96,0
117,118,8,1,11,72,4,13.02,0
6,14,6,0,1,,1,2.41,0
5,1,6,0,0,0,0,0,0
96,111,8,1,11,72,4,12.53,0
53,53,6,0,11,72,4,12.38,0
130,158,8,1,11,72,3,10.74,0
74,108,8,1,11,72,2,11.61,0
38,57,8,1,11,72,3,9.92,0
44,44,6,0,8,72,3,8.28,0
163,130,8,1,11,72,3,12.17,0
77,75,8,1,9,72,1,8.81,0
95,116,8,1,8,72,2,9.08,0
122,119,8,1,11,72,3,13.84,0
51,83,8,1,11,72,4,12.31,0
157,180,8,1,11,72,3,9.92,0
1,0,6,0,0,,0,0,0
10,7,6,0,1,0,1,1.01,0
1,0,6,0,0,0,0,0,0
54,64,6,0,11,72,3,11.13,0
33,51,6,0,11,84,3,11.54,0
1,0,6,0,0,,0,0,0
92,95,8,1,11,72,4,10.65,0
97,126,8,1,11,72,3,10.45,0
28,40,6,0,11,66,2,11.48,0
23,44,6,0,11,72,2,13.28,0
29,45,6,0,8,66,3,7.06,0
17,25,6,0,9,48,3,7.23,0
27,46,6,0,11,66,3,11.85,0
25,35,6,0,11,72,4,13.4,0
83,100,8,1,11,72,3,12.2,0
34,57,6,0,11,72,2,10,0
17,18,6,0,3,30,3,3.91,0
7,12,6,0,1,0,0,1.09,0
57,61,6,0,11,72,3,10.38,0
81,90,8,1,10,72,4,9.32,0
145,130,8,1,11,72,3,11.58,0
53,64,6,0,11,60,4,10.07,0
41,50,6,0,9,48,4,8.59,0
48,45,6,0,11,72,3,12.12,0
0,0,6,0,0,,0,0,0
46,54,6,0,11,72,4,10.27,0
56,71,6,0,11,66,4,12.82,0
105,122,8,1,11,72,3,10.9,0
131,163,8,1,11,72,2,9.98,0
0,0,6,0,0,,0,0,0
39,45,6,0,8,66,1,9.69,0
78,95,8,1,11,72,4,11.88,0
31,33,6,0,8,0,2,5.19,0
65,62,8,1,8,72,3,8.63,0
38,51,6,0,9,66,3,10.28,0
87,100,8,1,11,72,4,14.11,0
62,61,6,0,13,72,3,11.51,0
27,40,6,0,11,72,3,8.96,0
165,129,8,1,11,72,4,12.8,0
30,38,6,0,3,,4,4.75,0
43,48,8,1,11,72,4,12.31,0
67,58,6,0,8,66,4,8.25,0
59,78,8,1,11,72,4,15.56,0
34,27,6,0,5,66,1,5.07,0
31,40,6,0,8,72,2,10.6,0
95,102,8,1,11,72,4,12.57,0
84,96,8,1,11,72,4,12.9,1
78,108,8,1,9,72,4,11.6,0
8,8,6,0,0,,0,0.46,0
36,39,6,0,6,6,3,3.73,0
68,90,8,1,11,72,4,11.14,0
58,70,8,1,11,72,3,12.1,0
38,31,6,0,7,42,2,6.76,0
29,32,6,0,8,66,2,7.48,0
27,35,6,0,9,66,1,10.25,0
31,21,6,0,4,18,2,4.85,0
23,21,6,0,4,48,2,5.87,0
29,30,6,0,8,12,2,6.93,0
20,33,6,0,9,72,3,7.71,0
57,95,8,1,11,72,4,13.81,0
11,9,6,0,1,18,1,2.16,0
51,45,6,0,11,72,3,10.68,0
82,87,8,1,11,72,4,11.06,0
33,10,6,0,2,0,2,2.32,0
24,26,6,0,5,30,2,4.48,0
39,51,6,0,8,66,2,7.99,0
54,54,6,0,11,84,4,10.37,0
17,28,6,0,7,66,3,9.12,0
13,7,6,0,0,,1,0.93,0
8,14,6,0,0,,1,2.07,0
49,58,8,1,11,72,3,12.69,0
108,144,8,1,11,72,4,11.1,0
111,125,8,1,11,72,4,12.81,0
4,5,6,0,0,,1,0.95,0
2,5,6,0,0,,0,0,0
68,97,8,1,11,72,4,13.32,0
30,41,6,0,9,48,1,8.42,0
79,51,6,0,11,48,3,8.91,0
25,31,6,0,8,42,2,7.43,0
119,134,8,1,11,72,4,13.43,0
123,112,8,1,11,72,4,12.37,0
2,5,6,0,1,,0,1.2,0
36,34,6,0,6,,2,5.74,0
48,55,6,0,11,66,3,9.16,0
16,19,6,0,4,0,2,3.48,0
54,54,6,0,8,0,3,7.9,0
62,69,8,1,11,72,3,10.09,0
29,36,6,0,8,72,3,10.37,0
139,120,8,1,11,72,3,11.87,0
47,50,6,0,9,66,4,9.67,0
35,35,6,0,8,42,2,5.09,0
53,47,6,0,11,72,3,10.4,0
44,52,6,0,11,66,3,11.58,0
15,16,6,0,4,24,2,3.2,0
40,43,6,0,9,72,3,9.79,0
85,102,8,1,11,72,3,11.75,0
156,157,8,1,9,72,3,10.14,0
139,135,8,1,11,72,3,11.79,0
20,24,6,0,8,48,2,7.86,0
89,112,8,1,11,72,4,9.98,0
87,100,8,1,11,72,4,11.47,1
43,46,6,0,10,24,3,8.44,0
61,89,8,1,10,72,4,11.79,0
29,41,6,0,9,66,3,8.41,0
103,119,8,1,11,72,3,12.22,0
77,41,6,0,7,54,2,5.13,0
0,3,6,0,0,,1,0.95,0
55,55,6,0,11,72,3,12.14,0
0,0,6,0,0,,0,0,0
5,3,6,0,0,,0,0.55,0
94,115,8,1,11,72,4,11.12,0
99,79,8,1,9,72,4,12.26,0
32,39,6,0,6,48,4,6.43,0
69,78,8,1,11,72,2,10.71,0
10,17,6,0,3,48,3,4.53,0
0,1,6,0,0,,1,0.95,0
0,0,6,0,0,,0,0,0
5,7,6,0,0,,0,0.55,0
12,22,6,0,3,60,3,3.04,0
0,0,6,0,0,,0,0,0
3,1,6,0,0,0,0,0,0
132,140,8,1,11,72,4,10.8,0
32,35,6,0,6,48,2,5.28,0
146,156,8,1,11,72,4,13.83,0
3,6,6,0,0,,0,0.55,0
75,88,8,1,11,72,4,11.2,0
0,0,6,0,0,,0,0,0
8,10,6,0,1,0,1,1.09,0
0,0,6,0,0,,0,0,0
2,0,6,0,0,,0,0,0
3,6,6,0,0,18,1,0.87,0
162,118,8,1,11,72,3,12.14,0
44,35,6,0,7,42,4,6.54,0
86,86,8,1,11,72,4,12.74,0
0,0,6,0,0,,0,0,0
101,139,8,1,11,72,4,11.23,0
1,4,6,0,0,,1,1.48,0
0,4,6,0,0,,0,0.5,0
130,138,8,1,11,72,4,12.3,0
151,154,8,1,11,72,3,11.36,0
143,123,7,1,11,72,4,11.32,0
0,0,6,0,0,,0,0,0
107,99,7,1,11,72,4,13.76,0
15,23,6,0,4,36,1,4,0
2,0,6,0,0,,0,0,0
14,13,6,0,2,12,3,2.24,0
87,128,7,1,11,72,4,14.17,0
62,98,7,1,11,72,3,11.16,0
18,28,6,0,6,54,2,6.6,0
26,32,6,0,7,36,3,4.14,0
66,84,7,1,11,72,3,11.23,0
6,11,6,0,0,,1,1.83,0
39,56,7,1,11,72,2,11.16,0
90,105,7,1,11,72,4,9.79,0
51,81,7,1,10,72,3,10.34,0
1,0,6,0,0,0,0,0,0
79,92,7,1,10,72,3,9.44,0
113,140,7,1,10,72,4,11.41,0
37,41,6,0,6,48,3,5.29,0
120,125,7,1,11,72,4,14.03,0
47,42,6,0,6,48,3,6.58,0
41,39,6,0,8,48,4,6.48,0
43,41,6,0,11,0,4,10.35,0
0,4,6,0,0,0,0,0.55,0
73,117,7,1,11,72,4,11.09,0
68,87,7,1,11,72,3,11.62,0
87,76,7,1,11,72,4,12.06,0
13,33,6,0,9,84,3,11.61,0
143,131,7,1,11,72,4,11.63,0
112,100,7,1,11,72,4,11.55,0
0,0,6,0,0,,0,0,0
0,3,6,0,0,,1,0.88,0
0,0,6,0,0,,0,0,0
78,87,7,1,11,72,4,11.84,0
0,0,6,0,0,,0,0,0
0,0,6,0,0,,0,0,0
19,26,6,0,3,24,3,4.28,0
1,3,6,0,0,,0,0,0
88,52,6,0,8,0,3,6.38,0
172,169,7,1,11,72,4,10.44,0
36,27,6,0,2,,2,2.37,0
15,18,6,0,4,48,1,3.16,0
0,0,6,0,0,,0,0,0
6,2,6,0,0,,0,0,0
23,25,6,0,4,54,4,4.32,0
4,4,6,0,0,,0,0.5,0
81,96,7,1,9,72,4,12.06,0
30,30,6,0,4,54,1,3.98,0
24,38,6,0,7,18,4,6.03,0
43,43,6,0,9,48,3,6.92,0
20,19,6,0,3,0,2,3.08,0
16,18,6,0,1,0,3,1.2,0
72,76,7,1,11,72,4,11.11,0
84,117,7,1,10,72,2,9.82,0
95,118,7,1,9,72,3,9.37,0
15,22,6,0,3,0,3,4.4,0
50,70,7,1,11,72,4,9.56,0
13,20,6,0,3,0,3,3.36,0
200,168,7,1,9,72,4,8.63,0
99,115,7,1,10,72,3,11.36,0
31,36,6,0,6,36,4,4.26,0
198,140,7,1,11,72,4,10.22,0
122,116,7,1,11,72,4,10.56,0
50,69,7,1,11,72,3,11.69,0
69,76,7,1,11,72,4,11.2,0
77,120,7,1,11,72,4,13.28,0
76,80,7,1,11,72,3,12.3,0
103,136,7,1,11,72,3,11.47,0
5,12,6,0,3,36,1,4.39,0
13,1,6,0,0,0,1,0,0
12,10,6,0,0,0,4,2.08,0
49,41,6,0,8,42,2,6.28,0
131,131,7,1,11,72,3,10.27,0
124,118,7,1,11,72,4,9.28,0
7,4,6,0,0,,0,0.55,0
0,4,6,0,0,0,1,0.55,0
34,42,6,0,8,0,2,8.39,0
67,84,7,1,11,72,4,13.91,0
33,39,7,1,11,72,2,11.88,0
39,38,6,0,6,6,3,6.25,0
94,105,7,1,11,72,3,11.97,0
0,0,6,0,0,,0,0,0
158,138,7,1,11,72,3,12.6,0
3,6,6,0,0,12,1,1.93,0
52,63,7,1,11,72,4,12.12,0
115,94,7,1,11,72,4,14.12,0
47,53,7,1,9,72,3,10.77,0
102,133,7,1,11,72,3,12.18,0
52,47,6,0,8,42,3,6.96,0
14,19,6,0,3,0,1,2.81,0
54,63,7,1,11,72,2,10.53,0
50,58,6,0,9,24,3,6.28,0
101,122,7,1,9,72,3,10.94,0
34,7,6,0,1,0,0,0.55,0
96,100,7,1,9,72,1,10.09,0
133,148,7,1,11,72,4,12.85,0
57,46,6,0,8,48,4,6.46,0
2,4,6,0,0,0,0,0.55,0
82,112,7,1,11,72,4,12.72,0
62,75,7,1,11,72,3,12.46,0
57,72,7,1,11,72,3,11.86,0
30,31,6,0,9,30,3,6.58,0
14,25,6,0,3,,2,4.16,0
10,16,6,0,1,42,2,4.68,0
9,6,6,0,0,,1,0.95,0
117,130,7,1,9,72,2,12.01,0
56,63,7,1,11,72,4,12.49,0
113,109,7,1,11,72,3,11.19,0
90,99,7,1,11,72,4,12.96,0
87,111,7,1,11,72,2,11.3,0
13,13,6,0,3,,1,3,0
16,20,6,0,3,12,4,2.81,0
100,120,7,1,11,72,4,11.71,0
122,126,7,1,11,72,3,13.8,0
92,106,7,1,11,72,3,11.99,0
29,34,6,0,8,0,2,5.26,0
34,28,6,0,4,0,3,3.9,0
19,25,6,0,8,48,3,6.86,0
29,23,6,0,4,0,3,2.51,0
52,67,7,1,11,72,3,11.51,0
126,97,7,1,10,72,4,9.49,0
170,133,7,1,11,72,4,12.27,0
75,97,7,1,11,72,3,11.78,0
72,93,7,1,11,72,3,10.08,0
79,91,7,1,9,72,2,12.77,0
114,128,7,1,11,72,3,10.81,0
77,104,7,1,9,72,2,9.64,0
55,63,7,1,11,72,3,12.81,0
89,116,7,1,11,72,2,10.73,0
62,82,7,1,8,72,4,12.88,0
188,159,7,1,11,72,4,12.96,0
73,79,7,1,11,72,4,11.67,0
172,143,7,1,11,72,4,10.44,0
55,52,7,1,8,72,4,10.47,0
200,130,7,1,10,72,4,11.48,0
23,29,6,0,6,0,3,5.39,0
32,34,6,0,4,42,4,5.23,0
6,11,6,0,1,0,1,2.04,0
0,0,6,0,0,0,0,0,0
111,123,7,1,11,72,4,12.06,0
0,0,6,0,0,,0,0,0
143,123,7,1,11,72,4,11.83,0
55,55,7,1,9,72,4,9.61,0
11,17,6,0,6,42,1,5.02,0
116,124,7,1,11,72,4,13.4,0
115,112,7,1,11,72,4,11.31,0
5,7,6,0,0,,1,2.08,0
35,29,6,0,4,0,3,3.12,0
56,60,6,0,9,30,4,5.95,0
104,127,7,1,9,72,1,11.12,0
127,126,7,1,11,72,4,10.53,0
73,83,7,1,11,72,4,12.79,0
13,17,6,0,2,,1,1.64,0
82,133,7,1,11,72,2,12.45,0
144,131,7,1,11,72,3,10.55,0
1,2,6,0,0,0,0,0,0
80,90,7,1,11,72,2,11.96,0
98,128,7,1,11,72,4,11.39,0
11,8,6,0,1,36,3,3.71,0
134,123,7,1,11,72,4,11.63,0
154,140,7,1,11,72,4,12.38,0
143,137,6,1,11,72,3,12.19,0
131,119,6,1,11,72,4,11.15,0
54,67,6,1,9,72,2,11.36,0
51,57,6,1,11,72,4,11.71,0
105,91,6,1,11,72,4,11.43,0
61,58,6,1,9,72,3,11.35,0
31,37,6,0,3,0,3,1.86,0
3,6,6,0,0,,0,0.55,0
93,107,6,1,11,72,3,12.22,0
103,130,6,1,11,72,3,12.54,0
61,66,6,1,11,72,4,13.51,0
69,85,6,1,11,72,4,12.48,0
115,162,6,1,11,72,4,11.71,0
66,90,6,1,11,72,3,13.55,0
0,3,6,0,0,,0,0.55,0
28,35,6,0,9,66,2,8.03,0
0,1,6,0,0,0,0,0,0
79,60,6,1,11,72,3,13.18,0
32,41,6,0,9,48,2,7.11,0
124,175,6,1,9,72,4,11.22,0
0,0,6,0,0,,0,0,0
117,130,6,1,11,72,4,13.98,0
133,138,6,1,11,72,3,10.03,0
62,80,6,1,11,72,3,13.76,1
58,67,6,1,11,72,3,11.42,0
20,26,6,0,8,42,2,5.14,0
23,25,6,0,6,48,1,5.67,0
93,113,6,1,11,72,3,12.53,0
15,15,6,0,3,,1,2.53,0
20,19,6,0,3,,1,3,0
66,64,6,1,11,72,4,11.54,0
71,50,6,1,11,72,2,12.31,0
115,143,6,1,11,72,4,10.32,0
101,137,6,1,11,72,4,12.44,0
194,164,6,1,11,72,4,11.85,0
72,73,6,1,11,72,4,12.06,0
110,123,6,1,11,72,3,12.29,0
85,89,6,1,11,72,3,10.81,0
24,33,6,0,8,54,2,6.4,0
37,30,5,0,4,60,3,5.55,0
8,10,5,0,1,0,2,1.55,0
28,32,5,0,4,48,2,5.57,0
19,22,5,0,5,24,2,3.71,0
3,4,5,0,0,,1,0.55,0
24,36,5,0,7,48,3,5.7,0
111,85,6,1,11,72,3,11.04,0
3,0,5,0,0,,0,0,0
16,25,5,0,3,30,4,3.22,0
30,30,5,0,7,42,3,5.14,0
49,51,5,0,13,,4,11.3,1
0,0,5,0,0,,0,0,0
200,151,6,1,11,72,4,13.68,0
14,0,5,0,0,0,0,0,0
5,8,5,0,0,,1,0.52,0
9,11,5,0,1,0,3,1.29,0
1,1,5,0,0,0,2,0,0
16,25,5,0,2,0,3,2.23,0
10,9,5,0,0,,1,0.55,0
21,22,5,0,5,0,3,4.38,0
27,31,5,0,6,48,3,4.72,0
28,32,5,0,3,0,3,2.38,0
80,96,6,1,11,72,4,12.57,0
8,13,5,0,3,42,1,4.64,0
23,26,5,0,7,0,2,4.24,0
84,92,6,1,11,72,4,10.94,0
133,161,6,1,11,72,3,12.45,1
133,121,6,1,11,72,2,13.68,0
2,3,5,0,0,24,1,0.82,0
135,112,6,1,11,72,2,12.41,0
0,0,5,0,0,,0,0,0
165,148,6,1,11,72,2,11.1,0
25,20,5,0,3,36,4,3.01,0
200,125,6,1,11,72,3,10.97,0
26,23,5,0,4,12,1,2.67,0
1,1,5,0,0,,2,0,0
23,32,5,0,4,66,4,5.84,1
20,28,5,0,8,48,2,6.89,0
92,108,6,1,11,72,4,11.95,0
8,7,5,0,1,,2,0.98,0
55,60,6,1,9,72,4,9.9,0
15,13,5,0,1,36,3,3.52,0
48,40,6,1,8,72,4,9.56,0
0,0,5,0,0,,0,0,0
71,85,6,1,11,72,4,11.71,0
34,22,5,0,4,,3,2.91,0
37,41,5,0,8,66,2,7.06,1
66,56,6,1,3,72,4,5.12,0
46,61,6,1,6,72,3,7.36,0
72,77,6,1,11,72,4,10.97,0
116,104,6,1,11,72,4,10.14,0
12,16,5,0,1,12,3,1.78,0
0,1,5,0,0,,0,0,0
79,86,6,1,11,72,4,11.09,0
67,70,6,1,11,72,3,10.34,0
103,145,6,1,11,72,4,10.15,0
71,72,6,1,11,72,3,10.97,0
0,0,5,0,0,,1,0,0
25,32,5,0,8,54,3,6.17,0
111,106,6,1,11,72,3,11.2,0
28,41,6,1,11,72,4,10.93,0
25,23,5,0,4,0,1,2.57,0
84,84,6,1,10,72,4,10.55,0
105,118,6,1,11,72,4,12.14,0
39,48,5,0,9,48,4,6.8,0
128,146,6,1,9,72,4,10.69,0
30,33,5,0,8,54,2,6.15,0
89,104,6,1,11,72,4,10.87,0
77,93,6,1,9,72,4,11.49,0
112,111,6,1,11,72,4,12.46,0
121,154,6,1,9,72,1,9.51,0
0,0,5,0,0,,0,0,0
0,0,5,0,0,,0,0,0
198,137,6,1,8,72,3,8.69,0
1,0,5,0,0,,1,0.78,0
58,66,6,1,9,72,4,9.6,0
83,83,6,1,11,72,4,10.13,0
38,39,5,0,7,48,4,5.51,0
42,54,6,1,9,72,4,10.07,0
115,106,6,1,11,72,4,12.92,0
54,67,6,1,9,72,4,9.75,0
65,83,6,1,9,72,4,10.59,0
34,33,5,0,6,30,2,6.68,0
64,42,6,1,8,72,2,9.52,0
41,41,5,0,9,60,3,6.89,0
17,13,5,0,2,,3,1.1,0
56,51,6,1,11,72,4,11.82,0
105,119,6,1,11,72,4,10.21,0
13,15,5,0,2,,2,2.16,0
115,130,6,1,11,72,4,11.86,0
46,43,5,0,10,18,4,6.88,0
53,64,6,1,10,72,0,8.28,0
11,15,5,0,0,48,2,3.04,0
89,102,6,1,11,72,4,11.2,0
52,54,6,1,9,72,3,8.94,0
21,22,5,0,3,24,2,2.79,0
45,47,5,0,10,54,4,7.91,0
11,10,5,0,1,0,0,1.19,0
18,18,5,0,4,0,2,2.86,0
22,26,5,0,6,18,2,5.04,0
26,32,5,0,10,0,1,5.35,0
33,35,5,0,8,48,3,5.28,0
12,9,5,0,2,,2,1.43,0
164,178,6,1,11,72,3,8.45,0
101,126,6,1,8,72,4,8.18,0
49,33,5,0,8,12,3,4.96,0
59,64,6,1,10,72,4,11.54,0
40,33,5,0,11,54,4,6.51,0
64,76,6,1,9,72,4,9.75,0
114,101,5,1,10,72,3,8.61,0
41,45,5,1,8,72,3,9.07,0
168,117,5,1,10,72,3,9.23,0
88,109,5,1,11,72,4,9.78,0
2,4,5,0,0,0,1,0,0
136,143,5,1,8,72,3,6.79,0
103,131,5,1,9,72,4,9.07,0
38,43,5,0,7,60,1,6.33,0
0,0,5,0,0,,2,0,0
121,103,5,1,9,72,4,12.07,0
181,88,5,1,4,72,4,7.91,0
153,132,5,1,11,72,4,12.56,0
37,54,5,1,11,72,4,11.35,0
104,129,5,1,8,72,4,9.51,0
93,122,5,1,9,72,3,8.97,0
131,124,5,1,9,72,3,8.45,0
61,53,5,1,11,72,2,9.75,0
103,129,5,1,9,72,4,10.39,0
81,86,5,1,9,72,4,9.27,0
102,124,5,1,9,72,4,12.27,0
105,115,5,1,6,72,3,8.99,0
42,52,5,1,11,72,4,11.39,0
93,119,5,1,9,72,4,10.88,0
39,41,5,0,6,0,1,4.37,0
115,171,5,1,10,72,4,8.97,0
188,107,5,1,11,72,3,9.97,0
43,37,5,0,11,72,3,8.57,0
66,27,5,0,7,0,1,4.47,0
95,121,5,1,9,72,3,8.04,0
49,42,5,1,8,72,4,8.07,0
33,33,5,0,8,18,4,5.92,0
76,131,5,1,6,72,3,8.84,0
43,44,5,0,10,48,2,6.58,0
110,70,5,1,10,72,4,9.98,0
38,37,5,0,5,0,3,2.82,0
72,118,5,1,8,72,3,8.29,0
52,59,5,1,9,72,3,8.85,0
37,49,5,0,10,90,3,9.06,0
74,114,5,1,8,72,4,8.78,0
25,6,5,0,0,0,0,0.55,0
0,0,5,0,0,,0,0,0
24,29,5,0,8,,2,7.66,0
0,0,5,0,0,,1,0,0
51,62,5,1,7,72,2,9.42,0
44,58,5,1,11,72,3,10.46,0
43,42,5,1,11,72,4,10.64,0
197,135,5,1,10,72,3,10.08,0
11,13,5,0,3,,2,2.17,0
36,36,5,0,8,66,3,6.56,0
43,66,5,1,11,72,1,10.81,0
0,0,5,0,0,,0,0,0
42,33,5,0,10,30,4,6.41,0
16,20,5,0,4,60,2,4.81,0
25,27,5,0,4,66,4,6.23,0
0,0,5,0,0,,0,0,0
89,110,5,1,11,72,3,9.29,0
0,0,5,0,0,,0,0,0
60,63,5,1,11,72,4,11.54,0
77,61,5,1,10,72,2,8.37,0
31,43,5,0,8,66,3,7.59,0
0,0,5,0,0,,0,0,0
33,44,5,0,10,42,4,9.26,0
18,25,5,0,7,30,3,4.38,0
0,0,5,0,0,,0,0,0
40,39,5,1,9,72,4,8.75,0
18,12,5,0,2,48,4,3.07,0
56,62,5,1,11,72,4,12.25,0
20,33,5,0,4,60,3,4.48,0
33,34,5,1,8,72,3,8.75,0
200,137,5,1,11,72,4,10.57,0
105,123,5,1,8,72,3,8.24,0
54,64,5,1,9,72,4,9.41,0
50,52,5,1,8,72,4,7.79,0
57,41,5,0,8,,4,9.04,0
64,46,5,1,8,72,3,9.36,0
45,52,5,0,8,42,2,6.1,0
4,2,5,0,0,,2,0,0
10,13,5,0,4,42,1,3.34,0
118,124,5,1,11,72,4,11.69,0
56,57,5,1,10,72,4,9.79,0
42,57,5,1,10,72,4,7.62,0
18,20,5,0,4,66,3,5.92,0
37,38,5,0,10,42,4,8.57,0
122,124,5,1,8,72,4,9.61,0
130,143,5,1,11,72,4,8.85,0
0,0,5,0,0,,1,0,0
20,17,5,0,4,,2,2.79,0
21,32,5,0,6,54,1,5.68,0
52,73,5,1,8,72,4,8.69,0
2,4,5,0,0,,1,0.55,0
0,0,5,0,0,,0,0,0
15,15,5,0,2,72,3,5.75,0
32,33,5,0,6,48,2,5.35,0
51,59,5,1,9,72,4,8.96,0
56,52,5,1,11,72,3,9.72,0
44,41,5,0,6,48,4,6.55,0
33,29,5,0,6,60,4,5.12,0
8,10,5,0,3,,1,3.04,0
38,31,5,0,8,12,4,6.2,0
31,40,5,0,8,66,3,6.67,0
38,40,5,0,8,42,3,6.12,0
95,133,5,1,9,72,4,10.25,0
29,35,5,0,7,36,2,4.67,0
63,81,5,1,9,72,4,11.45,0
28,14,5,0,2,0,1,1.71,0
34,42,5,0,9,0,4,6.47,0
47,38,5,1,10,72,4,12.12,0
111,126,5,1,11,72,4,10.54,0
36,34,5,1,9,72,3,7.98,0
39,45,5,1,9,72,4,9.88,0
41,42,5,0,11,42,3,7.58,0
61,60,5,1,9,72,4,8.44,0
101,114,5,1,9,72,4,9.03,0
54,72,5,1,8,72,3,8.55,0
30,33,5,0,8,60,3,6.8,0
16,8,5,0,0,0,3,0.45,0
113,148,5,1,11,72,3,9.33,0
131,116,5,1,11,72,3,12.38,0
13,26,5,0,4,48,3,4.05,0
35,49,5,0,7,36,4,6.01,0
24,31,5,0,8,60,2,6.82,0
53,57,5,1,8,72,4,9.76,0
54,64,5,1,11,72,3,11.12,0
78,84,5,1,11,72,4,10.5,0
58,66,5,1,9,72,4,12.01,0
0,0,5,0,0,,0,0,0
0,0,5,0,0,,0,0,0
37,36,5,0,8,12,4,5.19,0
32,38,5,0,8,60,2,6.27,0
79,84,5,1,11,72,4,9.68,0
6,0,5,0,0,,1,0,0
24,10,5,0,1,,1,1.29,0
90,116,5,1,9,72,3,9.13,0
49,58,5,1,11,72,4,9.58,0
45,61,5,1,9,72,4,8.29,0
104,126,5,1,11,72,4,10.79,0
72,82,5,1,11,72,3,10.01,0
60,77,5,1,11,72,4,10.81,0
33,32,5,1,9,72,3,7.74,0
58,60,5,1,11,72,2,10.59,0
4,7,5,0,1,0,0,0.94,0
37,35,5,0,10,36,4,7.26,0
79,94,5,1,10,72,4,9.13,0
76,86,5,1,9,72,4,8.36,0
29,27,5,0,8,54,2,5.63,0
77,80,5,1,11,72,4,12.24,0
117,112,5,1,11,72,4,11.1,0
40,43,5,0,8,60,4,7.12,0
43,32,5,0,4,66,3,4.49,0
69,71,5,1,9,72,3,9.76,0
42,42,5,1,10,72,1,10.66,0
69,79,5,1,11,72,2,10.76,0
56,52,5,1,10,72,3,8.73,0
80,89,5,1,11,72,3,8.84,0
12,8,5,0,1,,0,1.71,0
77,118,5,1,8,72,1,7.62,0
33,34,5,0,8,12,4,5.56,0
42,35,5,0,8,42,3,6.18,0
32,27,5,0,9,66,4,8.59,0
25,30,5,0,8,60,4,5.96,0
32,36,5,1,6,72,3,7.61,0
139,127,5,1,11,72,3,8.24,0
47,48,5,1,11,72,3,9.99,0
42,41,5,0,11,54,4,8.84,0
30,30,5,0,5,42,4,4.78,0
84,116,5,1,9,72,4,8.85,0
42,50,5,1,7,72,3,7.8,0
42,46,5,1,11,72,3,12.17,0
32,38,5,0,6,54,4,5.59,0
85,111,5,1,11,72,4,10.93,0
56,8,5,0,1,0,2,1.26,0
34,40,5,0,9,66,4,7.19,0
81,124,5,1,11,72,3,9.53,0
65,78,5,1,11,72,2,8.83,0
23,33,5,0,8,60,4,7.71,0
94,120,5,1,7,72,4,4.82,0
200,132,5,1,10,72,3,9.67,0
80,84,5,1,9,72,4,9.08,0
49,57,5,1,11,72,3,10.73,0
53,51,5,1,8,72,3,8.24,0
27,38,5,0,11,54,4,9.31,0
118,140,5,1,9,72,3,11.11,0
13,0,5,0,10,,0,0,0
25,28,5,0,9,30,3,7.33,0
0,0,5,0,0,,0,0,0
10,12,5,0,1,,2,0.86,0
32,36,5,0,9,72,1,8.69,0
115,137,5,1,11,72,3,10.19,0
24,30,5,0,6,0,2,7.69,0
17,14,5,0,3,66,0,3.52,0
116,118,5,1,10,72,3,8.61,0
4,6,5,0,0,,1,0.55,0
31,34,5,0,8,60,3,6.35,0
84,129,5,1,11,72,4,12.73,0
106,134,5,1,9,72,3,11.44,0
113,145,5,1,11,72,4,12.38,0
0,0,5,0,0,,0,0,0
61,73,5,1,11,72,3,11.63,0
2,5,5,0,0,,1,0.98,0
24,28,5,0,7,0,0,3.55,0
0,0,5,0,0,,0,0,0
46,62,5,1,8,72,4,9.74,0
19,23,5,0,6,18,4,4.9,0
105,119,5,1,8,72,3,8.54,0
57,60,5,0,11,42,3,7.59,0
27,30,5,0,7,54,3,6.05,0
200,182,4,1,11,72,4,10.76,0
6,1,5,0,0,,1,0,0
33,34,5,0,6,30,4,4.4,0
18,25,5,0,4,42,3,5.85,0
115,110,4,1,11,72,3,11.13,0
117,96,4,1,11,72,4,14.03,0
19,37,4,1,7,72,3,8.43,0
78,78,4,1,11,72,3,9.16,0
84,80,4,1,11,72,3,12.97,0
6,7,5,0,1,0,1,1.2,0
83,83,4,1,11,72,3,13.04,0
36,40,5,0,8,18,3,4.66,0
108,123,4,1,11,72,3,12.51,0
