correcteds,correctors,created_at,PASS,Highest C Piscine,Final exam score,Number of group assignments,level,penalty
40,48,12,0,6,54,1,6.22,0
21,22,12,0,7,0,1,3.16,0
45,42,14,1,6,60,2,6.05,0
42,39,14,1,7,60,2,6.61,0
26,21,12,0,6,48,0,3.31,0
49,44,14,1,6,60,1,6.24,0
46,61,14,1,8,60,3,7.03,0
45,41,12,0,6,12,2,4.13,0
54,47,14,1,9,60,3,6.92,0
69,68,14,1,9,60,4,9.67,0
90,84,14,1,8,60,3,7.59,0
59,65,12,0,8,54,2,7.61,0
34,28,12,0,7,24,3,5.8,0
38,37,14,1,9,60,1,6.98,0
50,47,14,1,7,60,3,5.77,0
33,29,14,1,8,60,3,6.01,0
38,32,14,1,8,60,2,7.32,0
33,32,12,0,6,36,2,4.75,0
6,3,12,0,0,,0,0.46,0
44,41,14,1,7,60,2,5.1,0
76,66,14,1,9,60,4,9.62,0
55,52,14,1,7,60,1,6.07,0
66,59,14,1,8,60,3,7.12,0
52,54,14,1,9,60,2,9.92,0
55,48,14,1,7,60,3,7.8,0
98,107,9,1,8,60,2,6.81,0
98,72,9,1,10,60,3,7.06,0
150,116,7,1,11,60,4,9.1,0
135,177,7,1,13,60,4,5.16,0
130,139,7,1,13,60,3,3.91,0
49,41,7,1,13,60,3,3.5,0
8,8,12,0,4,6,0,1.19,0
108,96,7,1,13,60,2,2.15,0
36,34,12,0,7,0,3,5.95,0
107,70,7,1,13,60,3,4.3,0
42,43,12,0,11,72,1,11.23,0
98,145,7,1,13,60,4,4.04,0
28,23,6,1,4,60,3,5.46,0
154,155,6,1,9,60,3,9.56,0
46,40,6,1,7,60,3,6.95,0
31,27,12,0,6,42,3,3.15,0
61,88,6,1,9,60,3,8.96,0
15,10,12,0,2,12,1,1.85,0
161,163,6,1,9,60,2,9.88,0
105,82,6,1,8,60,3,6.54,0
141,128,6,1,13,60,4,5.65,0
16,14,12,0,3,,1,2.99,0
11,7,12,0,0,,1,0.93,0
100,75,6,1,13,60,4,4.24,0
130,108,6,1,13,60,4,3.7,0
40,35,12,0,8,48,2,5.25,0
135,109,6,1,13,60,4,5.34,0
127,113,6,1,13,60,4,6.33,0
135,117,6,1,9,60,3,7.89,0
41,44,12,0,8,54,2,6.06,0
45,34,6,1,8,60,3,5.68,0
117,200,6,1,9,60,3,7.12,0
42,40,12,0,8,42,2,6.55,0
37,37,12,0,6,18,1,3.88,0
7,6,12,0,0,,1,1.13,0
155,124,6,1,11,60,3,9.7,0
40,41,12,0,6,18,2,4.06,0
52,56,12,0,8,54,2,5.2,0
27,28,12,0,7,18,2,3.53,0
122,99,6,1,9,60,3,7.05,0
99,123,6,1,8,60,1,7.7,0
99,96,6,1,13,60,4,2.55,0
7,4,12,0,0,,1,0.38,0
141,158,6,1,13,60,4,3.07,0
109,94,6,1,13,60,4,4.5,0
40,35,12,0,6,30,2,4.43,0
34,32,12,0,4,0,1,2.84,0
41,37,12,0,8,54,2,6.07,0
128,116,6,1,11,60,3,10,0
125,129,6,1,9,60,3,7.27,0
45,57,12,0,7,12,3,4.31,0
116,102,6,1,13,60,4,3.06,0
152,193,6,1,13,60,4,3.64,0
34,22,6,1,9,60,2,6.04,0
36,33,12,0,7,48,0,3.35,0
11,14,12,0,0,,0,0.55,0
12,12,12,0,3,,1,1.99,0
46,54,12,0,6,12,2,3.08,0
173,162,6,1,9,60,3,9.72,0
131,143,6,1,11,60,3,10.53,0
75,59,6,1,8,60,3,7.8,0
103,121,6,1,8,60,2,6.88,0
143,116,6,1,9,60,3,8.63,0
11,13,12,0,0,,1,2.37,0
67,50,6,1,8,60,2,6.38,0
145,140,6,1,10,60,3,8.76,0
158,198,6,1,13,60,4,3.35,0
73,84,12,0,7,30,3,6.18,0
152,114,6,1,13,60,4,3.76,0
114,102,6,1,13,60,4,5.11,0
22,18,12,0,3,0,1,1.87,0
26,22,12,0,6,24,1,3.29,0
209,208,5,1,11,60,4,8.24,0
111,96,5,1,13,60,4,4.06,0
99,78,5,1,13,60,4,3.03,0
204,203,5,1,13,60,4,4.85,0
129,133,5,1,13,60,4,3.43,0
124,137,5,1,13,60,2,3.63,0
111,102,5,1,13,60,4,2.8,0
42,41,12,0,6,18,1,2.44,0
19,19,12,0,4,12,1,2.8,0
119,178,5,1,13,60,4,7.09,0
47,48,12,0,6,18,3,2.72,0
46,36,5,1,9,60,3,10.24,0
36,37,12,0,7,18,3,3.99,0
4,7,12,0,0,,0,1.44,0
93,71,5,1,9,60,3,9.43,0
51,49,12,0,7,42,3,6.25,0
27,25,12,0,4,,1,2.52,0
25,30,12,0,3,0,2,1.67,0
118,85,5,1,11,60,3,10.62,0
32,29,12,0,6,0,0,3.3,0
9,7,12,0,2,0,1,1.01,0
38,43,12,0,7,18,2,4.78,0
31,25,12,0,6,30,1,3.77,0
71,64,5,1,9,60,3,9.98,0
10,5,12,0,0,,1,0.83,0
34,31,12,0,7,6,2,4.52,0
119,153,5,1,13,60,4,3.45,0
108,108,5,1,13,60,3,2.52,0
39,36,12,0,7,0,2,2.76,0
123,110,5,1,13,60,4,5.35,0
45,61,4,1,7,60,2,9.83,0
56,59,4,1,9,60,1,6.59,0
4,4,12,0,0,,0,0.38,0
112,118,4,1,9,60,3,9.7,0
142,145,4,1,9,60,2,9.77,0
37,38,12,0,7,12,1,2.39,0
154,146,4,1,9,60,2,10.24,0
30,26,12,0,6,18,1,3.25,0
16,16,12,0,1,,1,1.78,0
14,13,12,0,2,0,0,0.35,0
34,32,12,0,6,12,1,2.1,0
8,3,12,0,3,0,0,0.93,0
12,9,12,0,3,18,0,1.65,0
101,88,4,1,13,60,4,3.83,0
134,129,4,1,11,60,3,11.85,0
59,53,4,1,9,60,3,9.41,0
4,5,12,0,0,,1,1.2,0
120,125,4,1,9,60,3,8.85,0
63,59,12,0,9,54,2,7.95,0
109,137,4,1,11,60,2,8.69,0
140,115,4,1,9,60,3,9.55,0
0,0,12,0,0,0,0,1.23,0
16,16,12,0,3,60,0,4.22,0
97,89,4,1,11,60,2,9.48,0
110,86,4,1,11,60,4,11.51,0
143,121,4,1,9,60,3,8.54,0
56,56,12,0,8,60,3,7.8,0
48,50,12,0,7,60,2,6.54,0
89,77,4,1,11,60,3,9.48,0
24,25,12,0,4,,1,1.95,0
63,66,12,0,9,18,2,7.02,0
46,44,12,0,8,0,2,4.94,0
158,138,4,1,9,60,2,8.41,0
126,96,4,1,8,60,3,8.32,0
52,52,12,0,8,24,3,5.91,0
24,27,12,0,3,18,2,2.46,0
73,73,4,1,11,60,4,10.43,0
35,30,12,0,7,30,2,6.02,0
149,147,4,1,11,60,4,11.94,0
47,44,12,0,8,30,3,5.53,0
188,175,3,1,9,60,3,10.15,0
68,78,3,1,9,60,1,7.16,0
41,38,12,0,7,18,1,4.47,0
142,142,3,1,11,60,4,11.76,0
41,37,12,0,7,30,2,6.31,0
25,19,12,0,5,0,2,4.61,0
121,106,3,1,9,60,3,6.86,0
106,84,3,1,7,60,3,6.32,0
55,52,12,0,9,42,3,7.63,0
104,93,3,1,11,60,4,10.68,0
74,61,3,1,9,60,3,7.66,0
43,43,12,0,6,30,2,5.31,0
97,102,3,1,11,60,2,9.37,0
200,202,3,1,9,60,2,8.19,0
34,28,3,1,7,60,3,6.45,0
73,64,3,1,9,60,2,8.61,0
180,161,3,1,11,60,4,10.43,0
124,74,3,1,9,60,2,6.63,0
179,149,3,1,11,60,3,9.57,0
137,138,3,1,9,60,4,8.05,0
29,33,12,0,3,,1,2.26,0
115,90,3,1,6,60,3,6.67,0
8,2,12,0,2,36,2,2.73,0
94,95,3,1,9,60,3,9.62,0
0,0,12,0,0,,0,0.2,0
53,48,12,0,7,18,2,4.4,0
98,89,3,1,8,60,4,5.82,0
148,120,3,1,9,60,4,7.09,0
146,130,3,1,11,60,3,8.48,0
66,67,3,1,9,60,3,8.39,0
192,202,3,1,11,60,4,8.7,0
72,60,3,1,9,60,4,6.6,0
200,228,3,1,11,60,3,9.15,0
153,157,2,1,12,60,3,11.6,0
56,55,2,1,11,60,2,9.15,0
72,56,2,1,11,60,3,10.21,0
62,57,2,1,11,60,2,9.37,0
126,110,2,1,11,60,2,9.46,0
61,52,12,0,12,72,3,12.13,0
87,95,12,0,11,42,3,10.6,0
48,54,12,0,7,48,2,6.62,0
47,41,12,0,11,42,3,7.86,0
4,0,12,0,1,,0,0.65,0
59,58,12,0,9,84,3,10.09,0
56,48,12,0,11,54,1,8.97,0
57,56,12,0,11,66,3,8.69,0
92,76,2,1,11,60,2,9.87,0
32,28,12,0,7,48,2,4.93,0
120,99,2,1,11,60,1,9.02,0
72,63,2,1,11,60,2,8.19,0
98,136,2,1,11,60,2,10,0
68,59,2,1,9,60,3,7.03,0
97,91,2,1,11,60,4,11.06,0
70,67,12,0,11,72,4,12.27,0
152,130,2,1,11,60,4,9.48,0
206,178,2,1,11,60,3,10.05,0
28,20,12,0,4,54,1,4.6,0
167,133,2,1,11,60,4,10.56,0
182,141,2,1,11,60,4,11.51,0
37,32,12,0,6,0,2,3.14,0
46,43,12,0,7,48,4,8.59,0
34,33,12,0,4,0,2,3.56,0
154,116,2,1,11,60,4,10.84,0
86,79,2,1,11,60,3,9.46,0
59,55,12,0,8,54,3,6.42,0
29,29,12,0,7,,1,4.99,0
42,37,12,0,8,54,2,7.57,0
26,20,12,0,4,30,1,4.51,0
16,10,12,0,2,,2,2.34,0
148,204,2,1,8,60,2,8.67,0
80,80,2,1,9,60,3,6.85,0
163,139,2,1,9,60,2,8.38,0
131,135,2,1,10,60,4,12.59,0
185,179,2,1,11,60,3,9.73,0
121,100,2,1,11,60,2,8.01,0
54,70,12,0,7,30,2,4.26,0
95,80,2,1,11,60,2,10.37,0
26,18,12,0,4,18,2,4.19,0
21,19,12,0,4,,1,4.5,0
139,144,2,1,9,60,2,6.68,0
56,37,2,1,9,60,3,7.9,0
193,178,2,1,11,60,3,8.58,0
149,140,2,1,11,60,4,10.32,0
37,37,12,0,6,18,3,3.83,0
97,87,2,1,11,60,3,9.93,0
47,39,12,0,9,18,3,6.02,0
190,175,2,1,11,60,4,10.77,0
44,37,12,0,7,48,2,7.22,0
40,44,12,0,8,0,3,3.96,0
45,37,12,0,9,18,3,4.8,0
122,103,2,1,7,60,3,7.67,0
35,27,12,0,8,66,4,8.93,0
16,21,12,0,2,6,1,0.89,0
114,82,2,1,11,60,4,9.16,0
180,187,2,1,11,60,4,10.09,0
141,119,2,1,11,60,4,9.92,0
128,136,2,1,9,60,4,10.47,0
123,110,2,1,11,60,4,8.88,0
87,79,2,1,9,60,3,8,0
142,129,2,1,11,60,3,8.67,0
30,27,12,0,4,0,1,3.29,0
51,49,12,0,9,30,3,6.71,0
46,38,2,1,9,60,2,7.6,0
66,58,12,0,9,54,4,7.93,0
67,65,12,0,8,18,2,6.27,0
143,132,2,1,11,60,4,9.32,0
117,94,2,1,11,60,3,8.99,0
180,170,2,1,11,60,4,10.83,0
22,20,12,0,3,,1,2.83,0
85,79,2,1,11,60,3,9.14,0
42,37,12,0,8,42,2,4.12,0
173,166,2,1,9,60,3,8.81,0
157,129,2,1,11,60,4,10.27,0
4,7,12,0,2,,1,0.37,0
156,127,2,1,9,60,2,7.54,0
47,38,12,0,8,48,2,5.94,0
161,138,2,1,11,60,3,10.75,0
64,59,12,0,6,30,3,5.56,0
96,87,2,1,9,60,3,9.78,0
36,38,12,0,6,18,1,3.48,0
124,133,2,1,9,60,4,8.01,0
127,141,2,1,11,60,3,11.13,0
198,178,2,1,11,60,3,10.19,0
38,42,12,0,6,18,1,4.12,0
117,89,2,1,11,60,4,11.15,0
43,35,12,0,7,18,3,6.96,0
203,182,2,1,11,60,3,9.97,0
175,168,2,1,11,60,3,10.56,0
76,63,2,1,11,60,3,8.13,0
145,127,2,1,11,60,4,8.44,0
130,138,2,1,11,60,4,10.91,0
134,120,2,1,9,60,3,8.79,0
144,143,2,1,13,60,3,10.63,0
35,40,12,0,6,18,2,3.15,0
28,22,12,0,6,24,2,4.34,0
46,43,12,0,8,48,3,5.92,0
45,43,12,0,9,90,1,9.06,0
42,37,12,0,9,42,3,8.49,0
84,75,1,1,11,60,4,10.04,0
152,127,1,1,11,60,2,7.95,0
49,48,12,0,8,54,2,6.22,0
52,46,1,1,11,60,2,11.47,0
167,140,1,1,11,60,4,13.09,0
32,28,12,0,4,18,2,3.81,0
151,143,1,1,11,60,3,11.29,0
13,16,12,0,1,0,1,0.66,0
111,106,1,1,11,60,4,11.33,0
57,60,12,0,6,12,3,4.58,0
2,4,12,0,0,,0,0.38,0
162,202,1,1,13,60,4,13.86,0
177,164,1,1,12,60,4,10.25,0
166,147,1,1,11,60,3,9.61,0
36,32,12,0,7,42,2,6.05,0
63,57,12,0,12,90,2,10.26,0
184,156,1,1,11,60,3,10.73,0
153,130,1,1,11,60,3,10.56,0
109,92,1,1,11,60,3,10.75,0
40,35,12,0,6,12,3,4.75,0
150,140,1,1,11,60,3,10.11,0
36,27,12,0,4,18,3,3.87,0
66,65,12,0,8,30,2,7.16,0
37,29,12,0,6,12,2,4.25,0
188,178,1,1,13,60,3,11,0
80,66,1,1,11,60,3,10.2,0
114,103,1,1,11,60,4,8.15,0
91,82,1,1,11,60,3,11.39,0
30,26,12,0,3,6,3,3.11,0
139,128,1,1,11,60,4,10.53,0
189,167,1,1,13,60,4,11.48,0
202,205,1,1,13,60,3,10.92,0
25,27,12,0,6,30,2,4.4,0
176,154,1,1,9,60,4,9.68,0
132,123,9,1,9,66,4,9.97,0
86,82,9,1,5,66,3,5.24,0
49,53,12,0,9,48,2,8.54,0
77,104,9,1,8,66,4,8.74,0
21,20,12,0,2,,2,1.73,0
14,7,12,0,3,0,2,1.39,0
11,8,12,0,0,0,2,1.53,0
50,49,12,0,7,12,3,5.18,0
115,102,9,1,9,66,3,10.03,0
50,46,9,1,11,66,2,9.08,0
4,7,12,0,0,,0,0.55,0
33,31,12,0,4,0,1,2.5,0
26,20,12,0,6,42,1,5.83,0
120,108,9,1,9,66,3,7.26,0
137,120,9,1,9,66,3,7.4,0
126,105,9,1,9,66,2,9.25,0
59,56,9,1,7,66,3,7.17,0
112,92,9,1,8,66,4,8.1,0
54,47,12,0,9,42,1,7.52,0
28,22,12,0,6,12,2,3.44,0
148,139,9,1,9,66,3,9,0
160,163,9,1,11,66,4,10.56,0
176,201,9,1,9,66,3,9.9,0
13,16,12,0,4,30,2,3.35,0
20,21,12,0,3,18,2,2.21,0
117,145,9,1,7,66,4,9.5,0
21,23,12,0,4,18,2,2.6,0
31,26,12,0,7,36,3,4.12,0
132,109,9,1,11,66,3,8.4,0
41,33,12,0,8,36,3,6.16,0
84,56,9,1,7,66,3,8.16,0
26,22,12,0,6,0,2,2.19,0
10,11,12,0,3,0,2,1.18,0
47,43,12,0,11,42,1,7.95,0
22,20,12,0,4,,1,1.31,0
51,39,9,1,6,66,3,7.31,0
77,59,9,1,7,66,3,9.19,0
131,123,9,1,9,66,3,9.04,0
132,124,9,1,9,66,4,11.94,0
70,62,9,1,8,66,2,8.34,0
8,6,12,0,1,,0,0.93,0
85,68,9,1,8,66,3,6.61,0
42,72,9,1,8,66,2,6.84,0
46,46,12,0,7,0,1,4.2,0
95,84,9,1,9,66,3,10.33,0
37,32,12,0,8,60,0,8.33,0
29,29,12,0,7,30,1,6.55,0
60,67,12,0,9,18,3,6.02,0
136,152,9,1,6,66,3,7.37,0
156,154,9,1,11,66,3,10.5,0
39,36,12,0,6,18,2,4.14,0
43,37,12,0,9,48,2,5.81,0
108,94,9,1,9,66,3,7.27,0
48,41,12,0,8,72,2,8.82,0
126,101,9,1,8,66,4,9.22,0
25,52,12,0,7,30,1,5.71,0
6,0,12,0,0,42,3,2.22,0
108,128,9,1,9,66,1,5.71,0
13,8,12,0,2,12,1,1.04,0
121,92,8,1,13,66,4,6.02,0
133,115,8,1,13,66,4,4.86,0
102,69,8,1,13,66,4,6.37,0
152,158,8,1,13,66,4,5.22,0
124,99,8,1,13,66,4,4.21,0
25,25,12,0,4,,2,3.22,0
24,16,12,0,6,30,2,4.37,0
144,120,8,1,13,66,3,7.1,0
121,134,8,1,9,66,1,7.29,0
160,144,8,1,11,66,4,12.02,0
71,66,12,0,8,42,3,6.09,0
31,22,12,0,7,42,3,6.35,0
49,46,12,0,9,48,2,6.43,0
49,45,8,1,8,66,3,8.28,0
62,56,8,1,9,66,3,8.87,0
118,107,8,1,11,66,2,10.36,0
48,38,8,1,8,66,3,9.11,0
47,38,12,0,9,18,3,7.28,0
84,75,12,0,8,48,3,4.45,0
125,126,8,1,9,66,2,8.81,0
11,8,12,0,1,0,1,2.81,0
116,89,8,1,7,66,3,9.03,0
14,17,12,0,1,,1,1.47,0
35,34,12,0,9,48,3,7.77,0
31,29,12,0,6,18,2,5.73,0
24,23,12,0,4,,2,2.17,0
73,64,8,1,9,66,3,9.96,0
34,27,12,0,7,66,2,6.19,0
25,26,12,0,6,60,1,5.37,0
108,114,8,1,13,66,4,4.21,0
9,4,12,0,2,,1,0.58,0
101,102,8,1,13,66,4,3.44,0
71,65,8,1,13,66,4,3.71,0
47,38,12,0,7,54,3,6.66,0
106,74,8,1,13,66,4,5.34,0
69,59,8,1,7,66,3,7.59,0
30,23,12,0,7,48,2,6.52,0
95,86,8,1,9,66,4,8.13,0
33,24,12,0,6,42,3,5.23,0
25,20,12,0,3,18,3,1.58,0
31,27,12,0,7,18,3,4.82,0
39,36,12,0,6,12,2,3.73,0
113,102,8,1,9,66,2,10.21,0
13,15,12,0,2,12,2,2.71,0
131,110,8,1,11,66,3,11.33,0
18,13,12,0,3,18,0,2,0
65,56,12,0,12,48,3,9.03,0
10,8,12,0,1,,1,0.76,0
104,83,8,1,8,66,2,8.25,0
139,118,8,1,11,66,3,11.19,0
137,132,8,1,11,66,3,10.09,0
76,62,8,1,8,66,3,8.51,0
138,108,8,1,9,66,3,9.46,0
156,128,8,1,7,66,3,8.48,0
134,174,8,1,9,66,1,8.35,0
57,52,12,0,8,36,3,7.32,0
72,75,8,1,8,66,3,7.25,0
35,29,12,0,8,12,2,3.73,0
139,116,8,1,8,66,3,8.65,0
28,21,12,0,2,24,0,1.9,0
15,13,12,0,1,,1,1.01,0
121,112,8,1,11,66,3,10.08,0
148,144,8,1,7,66,2,7.67,0
30,27,12,0,7,18,0,4.76,0
131,112,8,1,7,66,3,7.42,0
5,1,12,0,0,,1,1.31,0
34,45,12,0,5,12,1,2.24,0
140,126,8,1,13,66,4,4.8,0
97,84,8,1,13,66,3,6.59,0
86,72,8,1,13,66,3,5.77,0
112,97,8,1,13,66,4,3.4,0
9,13,12,0,1,18,1,1.29,0
28,32,12,0,4,18,3,3.59,0
36,33,12,0,6,12,2,5.05,0
158,188,8,1,13,66,4,5.52,0
111,88,8,1,13,66,3,4.49,0
35,33,12,0,4,12,2,2.29,0
103,103,8,1,13,66,2,3.42,0
130,140,8,1,13,66,4,5.79,0
41,42,12,0,6,42,2,5.57,1
93,88,8,1,13,66,4,4.36,0
93,94,7,1,9,66,2,8.96,0
49,45,12,0,6,30,2,4.9,0
63,57,14,1,11,66,4,10.21,0
45,39,14,1,7,66,3,7.49,0
65,66,14,1,8,66,4,9.6,0
56,54,14,1,9,66,4,8.58,0
0,0,11,0,0,,0,0.2,0
0,0,11,0,0,,0,0.78,0
2,0,11,0,0,,0,0.59,0
13,12,11,0,2,,1,1.59,0
6,3,11,0,2,,0,1.01,0
33,32,11,0,2,,2,1.43,0
35,39,11,0,7,0,2,3.86,0
17,15,11,0,1,,1,2.07,0
35,25,14,1,6,66,2,7.36,0
4,0,11,0,0,24,0,2.14,0
24,26,11,0,3,,1,2.48,0
25,24,11,0,3,,1,3.7,0
39,36,14,1,8,66,2,9.06,0
37,30,11,0,7,36,2,5.91,0
51,47,14,1,8,66,1,7,0
21,19,11,0,1,,1,2.71,0
57,53,14,1,7,66,2,7.55,0
28,25,11,0,4,48,2,3.47,0
38,29,14,1,8,66,3,8.25,0
27,21,14,1,7,66,2,6.73,0
49,45,14,1,8,66,2,7.29,0
41,33,14,1,8,66,3,8.75,0
31,24,11,0,9,60,3,7.64,0
10,9,11,0,0,,1,0.84,0
38,39,14,1,9,66,3,7.76,0
57,53,14,1,8,66,3,8.05,0
46,43,14,1,9,66,1,9.07,0
50,44,14,1,8,66,3,8.48,0
2,2,11,0,0,,0,0.38,0
42,37,11,0,8,48,3,6.64,0
10,8,11,0,1,0,1,0.93,0
73,69,11,0,9,54,3,6.52,0
40,35,14,1,8,66,2,7.41,0
14,14,11,0,3,60,2,3.93,0
34,31,14,1,7,66,3,9.06,0
23,23,11,0,2,,1,3.17,0
40,37,14,1,7,66,2,6.83,0
51,43,14,1,8,66,3,12.58,0
12,6,11,0,2,0,2,0.93,0
51,47,11,0,11,72,4,10.98,0
54,46,14,1,8,66,2,8.84,0
32,25,14,1,8,66,3,7.52,0
58,49,14,1,8,66,2,8.68,0
53,49,14,1,7,66,3,7.77,0
43,35,11,0,8,36,4,7.03,0
45,46,14,1,9,66,1,7.09,0
11,8,11,0,0,,2,0.59,0
55,57,14,1,9,66,2,10,0
44,41,11,0,9,6,3,6.3,0
57,55,14,1,9,66,2,7.4,0
57,62,14,1,9,66,2,9.8,0
33,25,14,1,7,66,2,6.39,0
47,42,11,0,8,60,3,9.87,0
40,48,11,0,6,0,2,3.31,0
16,26,11,0,1,,0,1.43,0
33,36,11,0,6,24,2,3.95,0
26,24,11,0,7,18,2,4.64,0
64,67,14,1,7,66,2,7.63,0
28,24,14,1,6,66,3,9.34,0
40,38,9,0,6,24,3,3.62,0
44,40,14,1,7,66,1,4.92,0
45,37,14,1,8,66,3,10.32,0
27,22,9,0,8,6,1,2.97,0
12,10,9,0,2,,0,1.17,0
38,40,14,1,8,66,2,8.05,0
28,24,9,0,8,42,1,4.09,0
35,31,14,1,7,66,2,5.11,0
70,57,13,1,7,66,3,6.46,0
18,11,9,0,2,12,2,3.22,0
7,10,9,0,0,0,2,0.17,0
7,8,9,0,0,,0,0.97,0
46,40,13,1,7,66,3,7.48,0
6,2,9,0,0,,2,0.55,0
33,28,9,0,5,12,1,4,0
35,35,13,1,7,66,2,5.07,0
41,32,9,0,6,36,3,4.95,0
74,65,13,1,9,66,2,9.15,0
62,50,13,1,8,66,2,8.93,0
16,10,9,0,3,0,2,1.69,0
73,67,13,1,9,66,1,10.88,0
11,7,9,0,1,12,3,2.02,0
41,35,13,1,8,66,2,6.38,0
41,37,9,0,10,48,2,9.44,0
70,58,13,1,9,66,3,6.91,0
29,24,9,0,2,,1,2.16,0
37,27,9,0,6,0,3,3.82,0
31,24,9,0,4,0,2,2.76,0
96,103,13,1,11,66,2,10.61,0
47,42,13,1,7,66,2,7.75,0
77,68,13,1,8,66,1,7.71,0
92,90,13,1,9,66,3,8.31,0
15,10,9,0,2,12,2,1.45,0
20,20,9,0,6,6,2,3.04,0
34,33,13,1,6,66,3,6.71,0
27,26,9,0,7,30,3,7.66,0
106,104,13,1,11,66,1,10.18,0
50,47,13,1,7,66,1,6.85,0
26,20,9,0,7,30,2,4.15,0
34,31,9,0,8,42,2,5.83,0
70,89,13,1,6,66,4,6.72,0
63,62,13,1,7,66,2,6.65,0
66,56,13,1,8,66,1,7.03,0
41,34,13,1,7,66,1,6.18,0
13,5,9,0,3,12,3,1.72,0
37,30,9,0,7,42,3,6.52,0
23,16,9,0,7,36,3,4.99,0
19,14,9,0,7,18,2,3.35,0
120,106,11,1,8,66,3,7.73,0
92,82,11,1,9,66,0,8.88,0
6,4,8,0,1,,0,1.17,0
84,66,11,1,9,66,3,8.44,0
98,98,11,1,9,66,3,8.52,0
97,97,11,1,9,66,2,8.36,0
91,91,11,1,11,66,2,9.4,0
104,95,11,1,9,66,2,7.66,0
20,19,8,0,3,30,1,2.77,0
161,142,11,1,9,66,3,9.48,0
54,55,11,1,12,66,2,11.52,0
78,70,11,1,8,66,2,8.51,0
55,49,8,0,9,54,2,8.73,0
58,65,11,1,8,66,2,7.69,0
67,57,11,1,8,66,3,8.6,0
124,141,11,1,9,66,3,7.31,0
83,132,11,1,7,66,1,7.59,0
101,97,11,1,9,66,3,11.74,0
35,24,7,0,8,18,2,3.76,0
28,36,7,0,3,,1,2.17,0
132,128,11,1,9,66,4,7.08,0
86,75,11,1,11,66,3,8.81,0
80,71,11,1,12,66,2,12.6,0
30,23,7,0,8,18,2,4.19,0
42,33,7,0,9,18,2,6.32,0
79,55,11,1,9,66,3,8.82,0
115,105,11,1,11,66,3,10.16,0
97,79,11,1,11,66,3,9.07,0
109,103,11,1,7,66,2,6.71,0
82,68,11,1,8,66,4,8.57,0
62,94,11,1,8,66,1,7.48,0
62,45,11,1,9,66,3,8.23,0
95,83,11,1,11,66,3,10.53,0
107,104,11,1,7,66,3,8.44,0
12,8,7,0,0,,1,1.7,0
27,58,7,0,4,12,1,2.72,0
35,32,7,0,5,0,2,2.98,0
60,54,7,0,8,48,3,6.92,0
58,36,7,0,11,48,3,8.06,0
91,74,11,1,9,66,3,7.87,0
65,43,7,0,9,42,3,6.13,0
53,50,11,1,11,66,3,11.12,0
70,72,11,1,11,66,4,10.47,0
23,32,7,0,2,18,1,2.91,0
107,113,11,1,8,66,2,7.67,0
119,129,11,1,8,66,2,8.1,0
84,75,11,1,8,66,4,9.84,0
22,22,7,0,3,6,2,3.01,0
111,97,11,1,9,66,3,9.73,0
116,105,10,1,9,66,3,10.64,0
29,18,7,0,8,54,2,5.04,0
7,5,7,0,0,,1,0.38,0
51,42,10,1,6,66,3,9.01,0
153,151,10,1,9,66,2,7.96,0
128,119,10,1,9,66,4,10.08,0
119,92,10,1,8,66,3,8.72,0
49,45,10,1,7,66,1,6.31,0
82,83,7,0,11,66,2,10.58,0
57,46,7,0,8,24,3,5.81,0
10,5,7,0,1,0,1,0.38,0
126,104,10,1,7,66,2,9.75,0
84,84,10,1,9,66,4,8.51,0
126,112,10,1,7,66,2,7.15,0
88,88,10,1,9,66,1,9.88,0
10,6,7,0,2,,2,2.14,0
106,121,10,1,7,66,4,6.87,0
134,136,10,1,6,66,1,8.83,0
94,86,10,1,6,66,3,7.33,0
127,118,10,1,9,66,3,10.88,0
79,76,7,0,11,54,3,10.76,0
108,84,10,1,8,66,3,8.28,0
104,93,10,1,7,66,2,8.85,0
51,37,7,0,9,54,3,8.49,0
61,62,10,1,8,66,2,8.58,0
131,122,10,1,7,66,4,9.43,0
96,104,10,1,12,66,4,13.04,0
108,83,10,1,6,66,3,6.07,0
28,27,7,0,8,30,2,6.24,0
67,56,7,0,11,30,3,7.86,0
6,2,7,0,0,,1,0.38,0
175,164,10,1,11,66,3,11.28,0
95,75,10,1,8,66,3,6.66,0
32,53,7,0,4,0,3,2.1,0
27,16,7,0,4,12,3,3.43,0
141,135,10,1,8,66,4,9.25,0
105,91,10,1,9,66,3,9.56,0
162,139,10,1,9,66,3,8.82,0
72,61,7,0,11,54,3,8.66,0
114,97,10,1,9,66,3,9.56,0
148,121,10,1,12,66,4,11.3,0
104,86,10,1,9,66,3,8.36,0
122,108,10,1,11,66,3,10.86,0
48,52,7,0,7,18,3,4.84,0
124,114,10,1,9,66,2,10.27,0
68,56,12,1,9,66,4,8.47,0
100,86,12,1,9,66,3,10.05,0
12,13,7,0,3,0,0,1.26,0
79,72,12,1,9,66,2,8.27,0
84,72,12,1,7,66,3,7.15,0
73,62,12,1,8,66,3,7.85,0
39,33,12,1,7,66,2,7.01,0
77,63,12,1,7,66,3,6.59,0
74,60,12,1,11,66,2,10.22,0
75,58,12,1,9,66,3,9.29,0
95,106,12,1,8,66,4,7.33,0
92,78,12,1,8,66,2,8.86,0
93,84,12,1,9,66,2,10.78,0
78,74,12,1,9,66,3,10.28,0
106,93,12,1,7,66,2,7.44,0
